league,season,team,player,nation,pos,age,born,90s,standard_gls,standard_sh,standard_sot,standard_sot%,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_pk,standard_pkatt
INT-World Cup,2018,Denmark,Michael Krohn-Dehli,Denmark,"FW,MF",35,1983,0.3,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Denmark,Nicolai Jørgensen,Denmark,FW,27,1991,2.4,0,4,1,25.0,1.7,0.42,0.0,0.0,0,0
INT-World Cup,2018,Denmark,Pione Sisto,Denmark,"MF,FW",23,1995,2.6,0,4,1,25.0,1.57,0.39,0.0,0.0,0,0
INT-World Cup,2018,Denmark,Simon Kjær,Denmark,DF,29,1989,4.3,0,1,0,0.0,0.23,0.0,0.0,,0,0
INT-World Cup,2018,Denmark,Thomas Delaney,Denmark,MF,26,1991,4.1,0,4,0,0.0,0.98,0.0,0.0,,0,0
INT-World Cup,2018,Denmark,Viktor Fischer,Denmark,"FW,MF",24,1994,0.3,0,1,0,0.0,2.9,0.0,0.0,,0,0
INT-World Cup,2018,Denmark,William Kvist,Denmark,MF,33,1985,0.4,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Denmark,Yussuf Poulsen,Denmark,"MF,FW",23,1994,3.0,1,2,1,50.0,0.67,0.34,0.5,1.0,0,0
INT-World Cup,2018,Egypt,Abdallah Said,Egypt,MF,32,1985,2.5,0,2,0,0.0,0.8,0.0,0.0,,0,0
INT-World Cup,2018,Egypt,Ahmed Fathy,Egypt,DF,33,1984,3.0,0,1,1,100.0,0.33,0.33,0.0,0.0,0,0
INT-World Cup,2018,Egypt,Ahmed Hegazi,Egypt,DF,27,1991,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Egypt,Ali Gabr,Egypt,DF,29,1989,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,Egypt,Amr Warda,Egypt,MF,24,1993,1.7,0,2,0,0.0,1.17,0.0,0.0,,0,0
INT-World Cup,2018,Egypt,Essam El-Hadary,Egypt,GK,45,1973,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Egypt,Kahraba,Egypt,"FW,MF",24,1994,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Egypt,Marwan Mohsen,Egypt,FW,29,1989,2.3,0,3,1,33.3,1.31,0.44,0.0,0.0,0,0
INT-World Cup,2018,Egypt,Mohamed Abdel-Shafy,Egypt,DF,32,1985,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Egypt,Mohamed El-Shenawy,Egypt,GK,29,1988,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Egypt,Mohamed Elneny,Egypt,MF,25,1992,2.7,0,3,0,0.0,1.11,0.0,0.0,,0,0
INT-World Cup,2018,Egypt,Mohamed Salah,Egypt,"MF,FW",25,1992,2.0,2,6,2,33.3,3.0,1.0,0.17,0.5,1,1
INT-World Cup,2018,Egypt,Ramadan Sobhi,Egypt,MF,21,1997,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Egypt,Sam Morsy,Egypt,MF,26,1991,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Egypt,Tarek Hamed,Egypt,MF,29,1988,2.5,0,2,0,0.0,0.79,0.0,0.0,,0,0
INT-World Cup,2018,Egypt,Trézéguet,Egypt,"MF,FW",23,1994,2.6,0,8,1,12.5,3.04,0.38,0.0,0.0,0,0
INT-World Cup,2018,England,Ashley Young,England,MF,32,1985,5.1,0,2,1,50.0,0.39,0.2,0.0,0.0,0,0
INT-World Cup,2018,England,Danny Rose,England,MF,27,1990,2.3,0,1,0,0.0,0.44,0.0,0.0,,0,0
INT-World Cup,2018,England,Danny Welbeck,England,"FW,MF",27,1990,0.1,0,2,1,50.0,15.0,7.5,0.0,0.0,0,0
INT-World Cup,2018,England,Dele Alli,England,MF,22,1996,4.0,1,5,3,60.0,1.24,0.75,0.2,0.33,0,0
INT-World Cup,2018,England,Eric Dier,England,MF,24,1994,2.8,0,5,2,40.0,1.79,0.72,0.0,0.0,0,0
INT-World Cup,2018,England,Fabian Delph,England,MF,28,1989,2.5,0,3,1,33.3,1.22,0.41,0.0,0.0,0,0
INT-World Cup,2018,England,Gary Cahill,England,DF,32,1985,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,England,Harry Kane,England,FW,24,1993,6.4,6,14,6,42.9,2.2,0.94,0.21,0.5,3,3
INT-World Cup,2018,England,Harry Maguire,England,DF,25,1993,7.2,1,11,3,27.3,1.53,0.42,0.09,0.33,0,0
INT-World Cup,2018,England,Jamie Vardy,England,FW,31,1987,1.8,0,2,0,0.0,1.13,0.0,0.0,,0,0
INT-World Cup,2018,England,Jesse Lingard,England,MF,25,1992,5.8,1,17,2,11.8,2.91,0.34,0.06,0.5,0,0
INT-World Cup,2018,England,John Stones,England,DF,24,1994,7.2,2,6,4,66.7,0.84,0.56,0.33,0.5,0,0
INT-World Cup,2018,England,Jordan Henderson,England,MF,27,1990,5.3,0,4,1,25.0,0.75,0.19,0.0,0.0,0,0
INT-World Cup,2018,England,Jordan Pickford,England,GK,24,1994,7.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,England,Kieran Trippier,England,MF,27,1990,6.4,1,3,1,33.3,0.47,0.16,0.33,1.0,0,0
INT-World Cup,2018,England,Kyle Walker,England,DF,28,1990,5.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,England,Marcus Rashford,England,FW,20,1997,2.2,0,5,2,40.0,2.23,0.89,0.0,0.0,0,0
INT-World Cup,2018,England,Phil Jones,England,DF,26,1992,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,England,Raheem Sterling,England,FW,23,1994,5.0,0,10,1,10.0,2.0,0.2,0.0,0.0,0,0
INT-World Cup,2018,England,Ruben Loftus-Cheek,England,MF,22,1996,3.0,0,3,1,33.3,0.99,0.33,0.0,0.0,0,0
INT-World Cup,2018,England,Trent Alexander-Arnold,England,MF,19,1998,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,France,Antoine Griezmann,France,"MF,FW",27,1991,6.3,4,22,11,50.0,3.5,1.75,0.05,0.09,3,3
INT-World Cup,2018,France,Benjamin Mendy,France,DF,23,1994,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Benjamin Pavard,France,DF,22,1996,6.0,1,4,2,50.0,0.67,0.33,0.25,0.5,0,0
INT-World Cup,2018,France,Blaise Matuidi,France,MF,31,1987,3.7,0,6,1,16.7,1.62,0.27,0.0,0.0,0,0
INT-World Cup,2018,France,Corentin Tolisso,France,MF,23,1994,2.2,0,2,1,50.0,0.92,0.46,0.0,0.0,0,0
INT-World Cup,2018,France,Djibril Sidibé,France,DF,25,1992,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Florian Thauvin,France,"FW,MF",25,1993,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Hugo Lloris,France,GK,31,1986,6.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Kylian Mbappé,France,"MF,FW",19,1998,5.9,4,8,7,87.5,1.35,1.18,0.5,0.57,0,0
INT-World Cup,2018,France,Lucas Hernández,France,DF,22,1996,6.5,0,6,1,16.7,0.92,0.15,0.0,0.0,0,0
INT-World Cup,2018,France,N'Golo Kanté,France,MF,27,1991,6.6,0,1,0,0.0,0.15,0.0,0.0,,0,0
INT-World Cup,2018,France,Nabil Fekir,France,"FW,MF",24,1993,0.8,0,4,2,50.0,4.86,2.43,0.0,0.0,0,0
INT-World Cup,2018,France,Olivier Giroud,France,FW,31,1986,6.1,0,14,0,0.0,2.31,0.0,0.0,,0,0
INT-World Cup,2018,France,Ousmane Dembélé,France,"MF,FW",21,1997,1.8,0,3,0,0.0,1.64,0.0,0.0,,0,0
INT-World Cup,2018,France,Paul Pogba,France,MF,25,1993,6.0,1,8,3,37.5,1.34,0.5,0.13,0.33,0,0
INT-World Cup,2018,France,Presnel Kimpembe,France,DF,22,1995,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Raphaël Varane,France,DF,25,1993,7.0,1,4,1,25.0,0.57,0.14,0.25,1.0,0,0
INT-World Cup,2018,France,Samuel Umtiti,France,DF,24,1993,6.0,1,2,1,50.0,0.33,0.17,0.5,1.0,0,0
INT-World Cup,2018,France,Steve Mandanda,France,GK,33,1985,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Steven Nzonzi,France,MF,29,1988,1.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,France,Thomas Lemar,France,MF,22,1995,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Germany,Antonio Rüdiger,Germany,DF,25,1993,1.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Germany,Jonas Hector,Germany,DF,28,1990,1.8,0,2,1,50.0,1.1,0.55,0.0,0.0,0,0
INT-World Cup,2018,Germany,Joshua Kimmich,Germany,DF,23,1995,3.0,0,3,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Germany,Julian Brandt,Germany,"FW,MF",22,1996,0.2,0,4,1,25.0,16.36,4.09,0.0,0.0,0,0
INT-World Cup,2018,Germany,Julian Draxler,Germany,MF,24,1993,1.5,0,6,1,16.7,4.0,0.67,0.0,0.0,0,0
INT-World Cup,2018,Germany,Jérôme Boateng,Germany,DF,29,1988,1.9,0,3,1,33.3,1.58,0.53,0.0,0.0,0,0
INT-World Cup,2018,Germany,Leon Goretzka,Germany,MF,23,1995,0.7,0,2,1,50.0,2.9,1.45,0.0,0.0,0,0
INT-World Cup,2018,Germany,Manuel Neuer,Germany,GK,32,1986,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Germany,Marco Reus,Germany,MF,29,1989,2.3,1,6,1,16.7,2.56,0.43,0.17,1.0,0,0
INT-World Cup,2018,Germany,Mario Gómez,Germany,FW,32,1985,1.0,0,5,3,60.0,5.0,3.0,0.0,0.0,0,0
INT-World Cup,2018,Germany,Marvin Plattenhardt,Germany,DF,26,1992,0.9,0,1,1,100.0,1.15,1.15,0.0,0.0,0,0
INT-World Cup,2018,Germany,Mats Hummels,Germany,DF,29,1988,2.0,0,6,2,33.3,3.0,1.0,0.0,0.0,0,0
INT-World Cup,2018,Germany,Mesut Özil,Germany,MF,29,1988,2.0,0,2,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Germany,Niklas Süle,Germany,DF,22,1995,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,Germany,Sami Khedira,Germany,MF,31,1987,1.3,0,3,1,33.3,2.33,0.78,0.0,0.0,0,0
INT-World Cup,2018,Germany,Sebastian Rudy,Germany,MF,28,1990,0.3,0,1,0,0.0,3.0,0.0,0.0,,0,0
INT-World Cup,2018,Germany,Thomas Müller,Germany,MF,28,1989,2.3,0,4,1,25.0,1.73,0.43,0.0,0.0,0,0
INT-World Cup,2018,Germany,Timo Werner,Germany,FW,22,1996,2.9,0,7,1,14.3,2.38,0.34,0.0,0.0,0,0
INT-World Cup,2018,Germany,Toni Kroos,Germany,MF,28,1990,3.0,1,15,5,33.3,5.0,1.67,0.07,0.2,0,0
INT-World Cup,2018,Germany,İlkay Gündoğan,Germany,MF,27,1990,0.7,0,1,1,100.0,1.5,1.5,0.0,0.0,0,0
INT-World Cup,2018,IR Iran,Alireza Beiranvand,IR Iran,GK,25,1992,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,IR Iran,Alireza Jahanbakhsh,IR Iran,"MF,FW",24,1993,1.9,0,2,1,50.0,1.06,0.53,0.0,0.0,0,0
INT-World Cup,2018,IR Iran,Ehsan Hajsafi,IR Iran,"DF,MF",28,1990,2.4,0,2,0,0.0,0.85,0.0,0.0,,0,0
INT-World Cup,2018,IR Iran,Karim Ansarifard,IR Iran,MF,28,1990,2.0,1,4,1,25.0,2.01,0.5,0.0,0.0,1,1
INT-World Cup,2018,IR Iran,Majid Hosseini,IR Iran,DF,21,1996,2.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,IR Iran,Masoud Shojaei,IR Iran,MF,34,1984,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,IR Iran,Mehdi Taremi,IR Iran,"MF,FW",25,1992,2.3,0,3,0,0.0,1.33,0.0,0.0,,0,0
INT-World Cup,2018,IR Iran,Milad Mohammadi,IR Iran,"DF,MF",24,1993,0.6,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,IR Iran,Morteza Pouraliganji,IR Iran,DF,26,1992,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,IR Iran,Omid Ebrahimi,IR Iran,MF,30,1987,2.9,0,1,0,0.0,0.35,0.0,0.0,,0,0
INT-World Cup,2018,IR Iran,Ramin Rezaeian,IR Iran,DF,28,1990,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,IR Iran,Rouzbeh Cheshmi,IR Iran,DF,24,1993,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0
INT-World Cup,2018,IR Iran,Saeid Ezatolahi,IR Iran,MF,21,1996,1.8,0,1,1,100.0,0.55,0.55,0.0,0.0,0,0
INT-World Cup,2018,IR Iran,Saman Ghoddos,IR Iran,"FW,MF",24,1993,0.4,0,2,0,0.0,5.63,0.0,0.0,,0,0
INT-World Cup,2018,IR Iran,Sardar Azmoun,IR Iran,FW,23,1995,3.0,0,4,1,25.0,1.33,0.33,0.0,0.0,0,0
INT-World Cup,2018,IR Iran,Vahid Amiri,IR Iran,"FW,MF",30,1988,2.9,0,2,0,0.0,0.68,0.0,0.0,,0,0
INT-World Cup,2018,Iceland,Albert Guðmundsson,Iceland,"FW,MF",20,1997,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Alfreð Finnbogason,Iceland,FW,29,1989,2.9,1,5,2,40.0,1.72,0.69,0.2,0.5,0,0
INT-World Cup,2018,Iceland,Ari Freyr Skúlason,Iceland,"DF,MF",31,1987,0.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Arnór Ingvi Traustason,Iceland,"FW,MF",25,1993,0.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Aron Gunnarsson,Iceland,MF,29,1989,2.8,0,2,1,50.0,0.72,0.36,0.0,0.0,0,0
INT-World Cup,2018,Iceland,Birkir Bjarnason,Iceland,MF,30,1988,3.0,0,7,1,14.3,2.34,0.33,0.0,0.0,0,0
INT-World Cup,2018,Iceland,Birkir Már Sævarsson,Iceland,DF,33,1984,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Björn Sigurðarson,Iceland,FW,27,1991,0.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Emil Hallfreðsson,Iceland,MF,33,1984,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Iceland,Gylfi Sigurðsson,Iceland,"MF,FW",28,1989,3.0,1,9,5,55.6,3.0,1.67,0.0,0.0,1,2
INT-World Cup,2018,Iceland,Hannes Þór Halldórsson,Iceland,GK,34,1984,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Hörður Magnússon,Iceland,DF,25,1993,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0
INT-World Cup,2018,Iceland,Jóhann Berg Guðmundsson,Iceland,MF,27,1990,1.7,0,3,1,33.3,1.78,0.59,0.0,0.0,0,0
INT-World Cup,2018,Iceland,Jón Daði Böðvarsson,Iceland,FW,26,1992,0.8,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Kári Árnason,Iceland,DF,35,1982,2.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Ragnar Sigurðsson,Iceland,DF,31,1986,2.5,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Iceland,Rúrik Gíslason,Iceland,MF,30,1988,1.3,0,1,0,0.0,0.76,0.0,0.0,,0,0
INT-World Cup,2018,Iceland,Sverrir Ingi Ingason,Iceland,DF,24,1993,1.3,0,3,1,33.3,2.33,0.78,0.0,0.0,0,0
INT-World Cup,2018,Japan,Eiji Kawashima,Japan,GK,35,1983,4.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Japan,Gaku Shibasaki,Japan,MF,26,1992,3.8,0,1,0,0.0,0.27,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Gen Shoji,Japan,DF,25,1992,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Genki Haraguchi,Japan,MF,27,1991,2.7,1,3,1,33.3,1.11,0.37,0.33,1.0,0,0
INT-World Cup,2018,Japan,Gōtoku Sakai,Japan,MF,27,1991,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,0,0
INT-World Cup,2018,Japan,Hiroki Sakai,Japan,DF,28,1990,4.0,0,2,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Hotaru Yamaguchi,Japan,MF,27,1990,1.2,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Japan,Keisuke Honda,Japan,"FW,MF",32,1986,0.6,1,4,2,50.0,7.2,3.6,0.25,0.5,0,0
INT-World Cup,2018,Japan,Makoto Hasebe,Japan,MF,34,1984,3.1,0,1,0,0.0,0.32,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Maya Yoshida,Japan,DF,29,1988,4.0,0,2,0,0.0,0.5,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Shinji Kagawa,Japan,MF,29,1989,2.6,1,3,1,33.3,1.17,0.39,0.0,0.0,1,1
INT-World Cup,2018,Japan,Shinji Okazaki,Japan,MF,32,1986,0.8,0,1,0,0.0,1.32,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Takashi Inui,Japan,MF,30,1988,3.2,2,8,4,50.0,2.47,1.23,0.25,0.5,0,0
INT-World Cup,2018,Japan,Takashi Usami,Japan,MF,26,1992,0.8,0,3,1,33.3,3.97,1.32,0.0,0.0,0,0
INT-World Cup,2018,Japan,Tomoaki Makino,Japan,DF,31,1987,1.0,0,2,0,0.0,2.0,0.0,0.0,,0,0
INT-World Cup,2018,Japan,Yoshinori Mutō,Japan,FW,25,1992,0.9,0,2,1,50.0,2.22,1.11,0.0,0.0,0,0
INT-World Cup,2018,Japan,Yuya Osako,Japan,FW,28,1990,3.4,1,7,4,57.1,2.05,1.17,0.14,0.25,0,0
INT-World Cup,2018,Japan,Yūto Nagatomo,Japan,DF,31,1986,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Go Yo-han,Korea Republic,"DF,FW",30,1988,0.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Hong Chul,Korea Republic,DF,27,1990,1.1,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Hwang Hee-chan,Korea Republic,"MF,FW",22,1996,2.3,0,2,1,50.0,0.89,0.44,0.0,0.0,0,0
INT-World Cup,2018,Korea Republic,Jang Hyun-soo,Korea Republic,"DF,MF",26,1991,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Jo Hyeon-woo,Korea Republic,GK,26,1991,3.0,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Ju Se-jong,Korea Republic,MF,27,1990,0.9,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Jung Woo-young,Korea Republic,MF,28,1989,1.4,0,3,3,100.0,2.11,2.11,0.0,0.0,0,0
INT-World Cup,2018,Korea Republic,Ki Sung-yueng,Korea Republic,MF,29,1989,2.0,0,3,2,66.7,1.5,1.0,0.0,0.0,0,0
INT-World Cup,2018,Korea Republic,Kim Min-woo,Korea Republic,DF,28,1990,1.6,0,1,0,0.0,0.62,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Kim Shin-wook,Korea Republic,FW,30,1988,0.7,0,0,0,,0.0,0.0,,,0,0
INT-World Cup,2018,Korea Republic,Kim Young-gwon,Korea Republic,DF,28,1990,3.0,1,1,1,100.0,0.33,0.33,1.0,1.0,0,0
INT-World Cup,2018,Korea Republic,Koo Ja-cheol,Korea Republic,"MF,FW",29,1989,1.4,0,1,0,0.0,0.71,0.0,0.0,,0,0
INT-World Cup,2018,Korea Republic,Lee Jae-sung,Korea Republic,"MF,FW",25,1992,3.0,0,6,1,16.7,2.0,0.33,0.0,0.0,0,0
